name,position,team,element,round,fixture,opponent_team,was_home,kickoff_time,value,selected,minutes,starts,total_points,goals_scored,assists,clean_sheets,goals_conceded,saves,bonus,bps,yellow_cards,red_cards,own_goals,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,defensive_contribution,clearances_blocks_interceptions,recoveries,tackles,influence,creativity,threat,ict_index,xP
Jayden Danns,FWD,Liverpool,709,25,282,2,False,2025-02-19T19:30:00Z,45,3403,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Mason Holgate,DEF,Everton,225,25,243,7,False,2025-02-15T17:30:00Z,40,17115,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Kurt Zouma,DEF,West Ham,532,25,250,4,True,2025-02-15T15:00:00Z,44,15017,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Sékou Mara,FWD,Southampton,468,25,248,3,True,2025-02-15T15:00:00Z,50,2752,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Joseph O'Brien-Whitmarsh,MID,Southampton,693,25,248,3,True,2025-02-15T15:00:00Z,45,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Antony Matheus dos Santos,MID,Man Utd,365,25,249,18,False,2025-02-16T16:30:00Z,57,21215,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Dara O'Shea,DEF,Ipswich,630,25,241,2,False,2025-02-15T15:00:00Z,40,162036,90,1,2,0,0,0,1,0,0,11,0,0,0,0.00,0.00,0.00,2.42,,,,,36.8,0.1,0.0,3.7,1.0
Kalvin Phillips,MID,Ipswich,359,25,241,2,False,2025-02-15T15:00:00Z,48,6242,90,1,1,0,0,0,1,0,0,9,1,0,0,0.06,0.06,0.12,2.42,,,,,24.6,7.1,7.0,3.9,1.0
Ibrahima Konaté,DEF,Liverpool,326,25,246,20,True,2025-02-16T14:00:00Z,52,879199,45,1,0,0,0,0,0,0,0,0,1,0,0,0.00,0.00,0.00,0.38,,,,,3.4,11.1,4.0,1.9,7.2
Ibrahima Konaté,DEF,Liverpool,326,25,282,2,False,2025-02-19T19:30:00Z,52,879199,90,1,1,0,0,0,2,0,0,23,0,0,0,0.00,0.06,0.06,0.73,,,,,32.4,11.1,0.0,4.4,7.2
Chadi Riad Dnanou,DEF,Crystal Palace,195,25,243,8,True,2025-02-15T17:30:00Z,43,4892,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Freddie Ladapo,FWD,Ipswich,276,25,241,2,False,2025-02-15T15:00:00Z,45,46184,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Levi Colwill,DEF,Chelsea,162,25,242,5,False,2025-02-14T20:00:00Z,44,339713,90,1,1,0,0,0,3,0,0,1,0,0,0,0.00,0.02,0.02,1.42,,,,,25.8,2.2,0.0,2.8,1.5
Nick Pope,GK,Newcastle,413,25,247,13,False,2025-02-15T15:00:00Z,49,355352,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Jorge Luiz Frello Filho,MID,Arsenal,7,25,245,11,False,2025-02-15T12:30:00Z,47,25307,15,0,0,0,0,0,0,0,0,-1,1,0,0,0.00,0.00,0.00,0.05,,,,,0.6,0.3,0.0,0.1,0.5
Oliwier Zych,GK,Aston Villa,641,25,241,10,True,2025-02-15T15:00:00Z,40,62003,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,-1.0
Oliwier Zych,GK,Aston Villa,641,25,282,12,True,2025-02-19T19:30:00Z,40,62003,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,-1.0
Luke Woolfenden,DEF,Ipswich,284,25,241,2,False,2025-02-15T15:00:00Z,40,144453,45,0,1,0,0,0,1,0,0,2,0,0,0,0.00,0.00,0.00,1.49,,,,,15.4,0.3,2.0,1.8,0.3
Łukasz Fabiański,GK,West Ham,521,25,250,4,True,2025-02-15T15:00:00Z,41,1827654,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Idrissa Gueye,MID,Everton,222,25,243,7,False,2025-02-15T17:30:00Z,48,65215,90,1,2,0,0,0,1,0,0,11,0,0,0,0.05,0.02,0.07,1.72,,,,,14.4,4.1,2.0,2.1,2.2
Joe Gomez,DEF,Liverpool,322,25,246,20,True,2025-02-16T14:00:00Z,47,48831,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Joe Gomez,DEF,Liverpool,322,25,282,2,False,2025-02-19T19:30:00Z,47,48831,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Dominic Calvert-Lewin,FWD,Everton,220,25,243,7,False,2025-02-15T17:30:00Z,54,142671,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Yerson Mosquera,DEF,Wolves,558,25,246,12,False,2025-02-16T14:00:00Z,38,73758,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Sil Swinkels,DEF,Aston Villa,640,25,241,10,True,2025-02-15T15:00:00Z,40,7817,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Sil Swinkels,DEF,Aston Villa,640,25,282,12,True,2025-02-19T19:30:00Z,40,7817,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Konstantinos Tsimikas,DEF,Liverpool,337,25,246,20,True,2025-02-16T14:00:00Z,46,23765,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,2.4
Konstantinos Tsimikas,DEF,Liverpool,337,25,282,2,False,2025-02-19T19:30:00Z,46,23765,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,2.4
Christian Nørgaard,MID,Brentford,101,25,250,19,False,2025-02-15T15:00:00Z,48,24068,90,1,3,0,0,1,0,0,0,11,0,0,0,0.06,0.07,0.13,0.82,,,,,18.6,16.4,9.0,4.4,2.0
Emiliano Martínez Romero,GK,Aston Villa,47,25,241,10,True,2025-02-15T15:00:00Z,50,1457796,90,1,3,0,0,0,1,3,0,10,0,0,0,0.00,0.00,0.00,0.37,,,,,17.8,0.0,0.0,1.8,3.0
Emiliano Martínez Romero,GK,Aston Villa,47,25,282,12,True,2025-02-19T19:30:00Z,50,1457796,90,1,1,0,0,0,2,1,0,4,0,0,0,0.00,0.00,0.00,2.44,,,,,15.0,0.0,0.0,1.5,3.0
Luca Williams-Barnett,MID,Spurs,689,25,249,14,True,2025-02-16T16:30:00Z,45,499,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Declan Rice,MID,Arsenal,16,25,245,11,False,2025-02-15T12:30:00Z,62,306370,90,1,3,0,0,1,0,0,0,12,0,0,0,0.12,0.02,0.14,0.22,,,,,14.8,13.1,6.0,3.4,5.8
Dejan Kulusevski,MID,Spurs,492,25,249,14,True,2025-02-16T16:30:00Z,63,530223,90,1,3,0,0,1,0,0,0,1,0,0,0,0.33,0.07,0.40,1.52,,,,,5.4,14.2,39.0,5.9,2.7
Pascal Groß,MID,Brighton,125,25,242,6,True,2025-02-14T20:00:00Z,65,2552,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Gabriel dos Santos Magalhães,DEF,Arsenal,3,25,245,11,False,2025-02-15T12:30:00Z,63,3217183,90,1,6,0,0,1,0,0,0,29,0,0,0,0.00,0.04,0.04,0.22,,,,,18.4,13.1,2.0,3.4,5.5
Cody Gakpo,FWD,Liverpool,321,25,246,20,True,2025-02-16T14:00:00Z,76,2595891,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,8.4
Cody Gakpo,FWD,Liverpool,321,25,282,2,False,2025-02-19T19:30:00Z,76,2595891,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,8.4
Salah-Eddine Oulad M'hand,MID,Arsenal,638,25,245,11,False,2025-02-15T12:30:00Z,45,1633,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.5
Mohammed Kudus,MID,West Ham,525,25,250,4,True,2025-02-15T15:00:00Z,62,267187,90,1,2,0,0,0,1,0,0,9,0,0,0,0.30,0.03,0.33,1.66,,,,,6.2,7.3,12.0,2.6,2.0
Benicio Baker-Boaitey,MID,Brighton,114,25,242,6,True,2025-02-14T20:00:00Z,45,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Vitaly Janelt,MID,Brentford,94,25,250,19,False,2025-02-15T15:00:00Z,49,24632,74,1,3,0,0,1,0,0,0,10,0,0,0,0.00,0.01,0.01,0.65,,,,,4.4,1.1,0.0,0.6,1.3
Adama Traoré,MID,Fulham,239,25,244,16,True,2025-02-15T15:00:00Z,46,183316,89,1,6,0,1,0,1,0,1,27,0,0,0,0.20,0.75,0.95,0.39,,,,,30.6,44.8,26.0,10.1,2.5
Jens Cajuste,MID,Ipswich,619,25,241,2,False,2025-02-15T15:00:00Z,45,18451,79,1,2,0,0,0,1,0,0,9,0,0,0,0.00,0.00,0.00,1.85,,,,,12.2,1.3,0.0,1.4,1.3
Tommy Setford,GK,Arsenal,639,25,245,11,False,2025-02-15T12:30:00Z,45,5822,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.5
Alexis Mac Allister,MID,Liverpool,329,25,246,20,True,2025-02-16T14:00:00Z,62,234324,90,1,2,0,0,0,1,0,0,19,0,0,0,0.00,0.08,0.08,1.50,,,,,23.2,18.1,2.0,4.3,8.8
Alexis Mac Allister,MID,Liverpool,329,25,282,2,False,2025-02-19T19:30:00Z,62,234324,80,1,2,0,0,0,2,0,0,21,0,0,0,0.06,0.08,0.14,0.67,,,,,16.4,8.3,4.0,2.9,8.8
Endo Wataru,MID,Liverpool,320,25,246,20,True,2025-02-16T14:00:00Z,46,14601,19,0,1,0,0,0,0,0,0,3,0,0,0,0.00,0.00,0.00,0.09,,,,,0.8,0.4,0.0,0.1,3.2
Endo Wataru,MID,Liverpool,320,25,282,2,False,2025-02-19T19:30:00Z,46,14601,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,3.2
João Pedro Ferreira Silva,MID,Nott'm Forest,596,25,244,9,False,2025-02-15T15:00:00Z,59,14907,5,0,1,0,0,0,0,0,0,2,0,0,0,0.00,0.00,0.00,0.28,,,,,0.2,0.3,0.0,0.1,3.2
Ashley Phillips,DEF,Spurs,478,25,249,14,True,2025-02-16T16:30:00Z,40,17918,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Keane Lewis-Potter,MID,Brentford,98,25,250,19,False,2025-02-15T15:00:00Z,50,11460,90,1,3,0,0,1,0,0,0,21,0,0,0,0.14,0.26,0.40,0.82,,,,,18.8,28.6,21.0,6.8,2.0
Mikel Arteta,AM,Arsenal,735,25,245,11,False,2025-02-15T12:30:00Z,15,87592,0,0,10,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,10.5
Ben Johnson,DEF,Ipswich,275,25,241,2,False,2025-02-15T15:00:00Z,39,234641,90,1,2,0,0,0,1,0,0,4,0,0,0,0.00,0.00,0.00,2.42,,,,,13.6,0.5,0.0,1.4,1.0
Michael Golding,MID,Leicester,292,25,245,1,True,2025-02-15T12:30:00Z,44,19996,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,-0.5
João Félix Sequeira,MID,Chelsea,621,25,242,5,False,2025-02-14T20:00:00Z,59,48630,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Remi Matthews,GK,Crystal Palace,209,25,243,8,True,2025-02-15T17:30:00Z,39,64158,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Zach Marsh,FWD,Crystal Palace,676,25,243,8,True,2025-02-15T17:30:00Z,45,35960,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Alfie Gilchrist,DEF,Chelsea,170,25,242,5,False,2025-02-14T20:00:00Z,40,3149,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Nayef Aguerd,DEF,West Ham,529,25,250,4,True,2025-02-15T15:00:00Z,44,4535,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Emile Smith Rowe,MID,Fulham,19,25,244,16,True,2025-02-15T15:00:00Z,52,979437,81,1,9,1,0,0,1,0,2,30,0,0,0,0.56,0.03,0.59,0.39,,,,,31.8,8.0,75.0,11.5,3.8
Daniel Adu-Adjei,FWD,Bournemouth,722,25,248,17,False,2025-02-15T15:00:00Z,45,4426,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,1.0
Enes Ünal,FWD,Bournemouth,65,25,248,17,False,2025-02-15T15:00:00Z,54,8867,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Lucas Bergström,GK,Chelsea,154,25,242,5,False,2025-02-14T20:00:00Z,39,29555,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.5
Kacper Kozłowski,MID,Brighton,130,25,242,6,True,2025-02-14T20:00:00Z,45,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Francisco Evanilson de Lima Barbosa,FWD,Bournemouth,617,25,248,17,False,2025-02-15T15:00:00Z,56,68305,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Axel Tuanzebe,DEF,Ipswich,282,25,241,2,False,2025-02-15T15:00:00Z,39,182259,39,1,-2,0,0,0,1,0,0,-10,0,1,0,0.00,0.01,0.01,0.51,,,,,0.0,0.8,0.0,0.0,-0.3
Gabriel Fernando de Jesus,FWD,Arsenal,2,25,245,11,False,2025-02-15T12:30:00Z,66,137193,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Iliman Ndiaye,FWD,Everton,232,25,243,7,False,2025-02-15T17:30:00Z,55,562474,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Ruairi McConville,DEF,Brighton,681,25,242,6,True,2025-02-14T20:00:00Z,40,1720,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
David Raya Martin,GK,Arsenal,15,25,245,11,False,2025-02-15T12:30:00Z,55,2919489,90,1,7,0,0,1,0,2,1,30,0,0,0,0.00,0.00,0.00,0.22,,,,,16.2,0.0,0.0,1.6,6.8
Callan McKenna,GK,Bournemouth,727,25,248,17,False,2025-02-15T15:00:00Z,40,585,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,1.0
Enso González,MID,Wolves,547,25,246,12,False,2025-02-16T14:00:00Z,44,4524,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Archie Gray,MID,Spurs,489,25,249,14,True,2025-02-16T16:30:00Z,46,26428,12,0,1,0,0,0,0,0,0,3,0,0,0,0.00,0.00,0.00,0.28,,,,,2.0,0.0,0.0,0.2,2.0
Eiran Cashin,DEF,Brighton,763,25,242,6,True,2025-02-14T20:00:00Z,45,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,1.6
Christopher Nkunku,MID,Chelsea,181,25,242,5,False,2025-02-14T20:00:00Z,57,226049,90,1,2,0,0,0,3,0,0,11,0,0,0,0.00,0.12,0.12,1.42,,,,,2.4,9.3,4.0,1.6,1.8
Manuel Akanji,DEF,Man City,340,25,247,15,True,2025-02-15T15:00:00Z,53,290679,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Nico González,MID,Man City,765,25,247,15,True,2025-02-15T15:00:00Z,60,828,90,1,3,0,0,1,0,0,0,14,0,0,0,0.00,0.04,0.04,0.48,,,,,16.2,9.5,0.0,2.6,2.2
Kaelan Casey,DEF,West Ham,643,25,250,4,True,2025-02-15T15:00:00Z,40,18046,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Ryan Gravenberch,MID,Liverpool,323,25,246,20,True,2025-02-16T14:00:00Z,50,96352,90,1,2,0,0,0,1,0,0,12,0,0,0,0.00,0.22,0.22,1.50,,,,,7.4,7.2,0.0,1.5,6.4
Ryan Gravenberch,MID,Liverpool,323,25,282,2,False,2025-02-19T19:30:00Z,50,96352,90,1,2,0,0,0,2,0,0,14,0,0,0,0.00,0.02,0.02,0.73,,,,,11.6,13.9,0.0,2.6,6.4
Joe Willock,MID,Newcastle,420,25,247,13,False,2025-02-15T15:00:00Z,47,15997,45,1,1,0,0,0,3,0,0,1,0,0,0,0.00,0.01,0.01,1.11,,,,,7.0,10.6,4.0,2.2,1.0
Mark Flekken,GK,Brentford,91,25,250,19,False,2025-02-15T15:00:00Z,44,961917,90,1,10,0,0,1,0,3,3,27,0,0,0,0.00,0.00,0.00,0.82,,,,,24.4,0.0,0.0,2.4,4.3
Lewis Cook,MID,Bournemouth,64,25,248,17,False,2025-02-15T15:00:00Z,50,17858,90,1,1,0,0,0,1,0,0,13,1,0,0,0.02,0.11,0.13,0.79,,,,,17.8,27.4,7.0,5.2,2.7
Alex Iwobi,MID,Fulham,247,25,244,16,True,2025-02-15T15:00:00Z,57,607672,89,1,2,0,0,0,1,0,0,17,0,0,0,0.23,0.18,0.41,0.39,,,,,11.2,32.9,28.0,7.2,1.5
Ethan Nwaneri,MID,Arsenal,12,25,245,11,False,2025-02-15T12:30:00Z,45,146693,90,1,9,0,1,1,0,0,3,45,0,0,0,0.18,0.57,0.75,0.22,,,,,43.4,36.5,51.0,13.1,5.8
Ross Stewart,FWD,Southampton,473,25,248,3,True,2025-02-15T15:00:00Z,44,235067,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Matt Doherty,DEF,Wolves,543,25,246,12,False,2025-02-16T14:00:00Z,43,33520,90,1,0,0,0,0,2,0,0,7,1,0,0,0.00,0.15,0.15,1.66,,,,,14.2,3.7,0.0,1.8,1.7
Alejo Véliz,FWD,Spurs,507,25,249,14,True,2025-02-16T16:30:00Z,50,570,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Ilkay Gündogan,MID,Man City,625,25,247,15,True,2025-02-15T15:00:00Z,63,41338,86,1,6,0,1,1,0,0,0,25,0,0,0,0.00,0.10,0.10,0.48,,,,,26.2,36.3,0.0,6.3,2.7
Isaac Hayden,MID,Newcastle,400,25,247,13,False,2025-02-15T15:00:00Z,44,7496,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Wilson Odobert,MID,Spurs,612,25,249,14,True,2025-02-16T16:30:00Z,53,2382,3,0,1,0,0,0,0,0,0,4,0,0,0,0.00,0.00,0.00,0.10,,,,,2.2,0.1,0.0,0.2,0.1
Donyell Malen,MID,Aston Villa,725,25,241,10,True,2025-02-15T15:00:00Z,55,19488,62,1,2,0,0,0,1,0,0,9,0,0,0,0.03,0.02,0.05,0.37,,,,,4.2,12.1,13.0,2.9,1.4
Donyell Malen,MID,Aston Villa,725,25,282,12,True,2025-02-19T19:30:00Z,55,19488,23,0,1,0,0,0,0,0,0,0,0,0,0,0.05,0.01,0.06,0.76,,,,,2.4,1.0,10.0,1.3,1.4
Conor Bradley,DEF,Liverpool,313,25,246,20,True,2025-02-16T14:00:00Z,47,30953,26,0,1,0,0,0,1,0,0,0,0,0,0,0.00,0.01,0.01,0.24,,,,,4.0,5.7,0.0,1.0,3.6
Conor Bradley,DEF,Liverpool,313,25,282,2,False,2025-02-19T19:30:00Z,47,30953,23,0,1,0,0,0,0,0,0,3,0,0,0,0.00,0.03,0.03,0.04,,,,,0.0,0.3,2.0,0.2,3.6
Tom Cairney,MID,Fulham,243,25,244,16,True,2025-02-15T15:00:00Z,48,3616,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,-0.2
Jarell Quansah,DEF,Liverpool,333,25,246,20,True,2025-02-16T14:00:00Z,39,138080,45,0,1,0,0,0,1,0,0,7,0,0,0,0.00,0.01,0.01,1.11,,,,,11.8,0.9,2.0,1.5,2.8
Jarell Quansah,DEF,Liverpool,333,25,282,2,False,2025-02-19T19:30:00Z,39,138080,1,0,1,0,0,0,0,0,0,3,0,0,0,0.00,0.00,0.00,0.07,,,,,0.2,0.1,0.0,0.0,2.8
Tyler Fredricson,DEF,Man Utd,777,25,249,18,False,2025-02-16T16:30:00Z,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,1.3
Jacob Ramsey,MID,Aston Villa,53,25,241,10,True,2025-02-15T15:00:00Z,54,72648,45,1,1,0,0,0,0,0,0,5,0,0,0,0.00,0.07,0.07,0.25,,,,,3.0,5.6,2.0,1.1,5.4
Jacob Ramsey,MID,Aston Villa,53,25,282,12,True,2025-02-19T19:30:00Z,54,72648,23,0,1,0,0,0,0,0,0,5,0,0,0,0.00,0.03,0.03,0.76,,,,,5.0,11.8,4.0,2.1,5.4
Emiliano Buendía Stati,MID,Aston Villa,31,25,241,10,True,2025-02-15T15:00:00Z,51,7833,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Emiliano Buendía Stati,MID,Aston Villa,31,25,282,12,True,2025-02-19T19:30:00Z,51,7833,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
James McAtee,MID,Man City,357,25,247,15,True,2025-02-15T15:00:00Z,46,10935,14,0,6,1,0,0,0,0,0,25,0,0,0,0.55,0.00,0.55,0.00,,,,,35.4,3.0,33.0,7.1,2.3
Andrew Robertson,DEF,Liverpool,335,25,246,20,True,2025-02-16T14:00:00Z,59,503559,90,1,2,0,0,0,1,0,0,9,0,0,0,0.00,0.05,0.05,1.50,,,,,13.4,13.8,2.0,2.9,7.2
Andrew Robertson,DEF,Liverpool,335,25,282,2,False,2025-02-19T19:30:00Z,59,503559,90,1,1,0,0,0,2,0,0,11,0,0,0,0.05,0.32,0.37,0.73,,,,,17.2,50.4,15.0,8.3,7.2
Luke Harris,MID,Fulham,246,25,244,16,True,2025-02-15T15:00:00Z,45,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Youri Tielemans,MID,Aston Villa,57,25,241,10,True,2025-02-15T15:00:00Z,55,155142,90,1,2,0,0,0,1,0,0,23,0,0,0,0.06,0.20,0.26,0.37,,,,,17.6,44.2,3.0,6.5,6.6
Youri Tielemans,MID,Aston Villa,57,25,282,12,True,2025-02-19T19:30:00Z,55,155142,90,1,10,1,0,0,2,0,3,36,0,0,0,0.14,0.03,0.17,2.44,,,,,58.8,4.5,19.0,8.2,6.6
João Neves Virgínia,GK,Everton,227,25,243,7,False,2025-02-15T17:30:00Z,39,68144,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Oleksandr Zinchenko,DEF,Arsenal,25,25,245,11,False,2025-02-15T12:30:00Z,48,98608,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.5
Francisco Jorge Tomás Oliveira,MID,Wolves,537,25,246,12,False,2025-02-16T14:00:00Z,45,7549,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Ederson Santana de Moraes,GK,Man City,347,25,247,15,True,2025-02-15T15:00:00Z,53,525344,90,1,11,0,1,1,0,1,2,38,0,0,0,0.00,0.01,0.01,0.48,,,,,32.0,10.0,0.0,4.2,6.3
Andrew Omobamidele,DEF,Nott'm Forest,440,25,244,9,False,2025-02-15T15:00:00Z,42,5094,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Norberto Bercique Gomes Betuncal,FWD,Everton,218,25,243,7,False,2025-02-15T17:30:00Z,49,203890,90,1,8,1,0,0,1,0,2,35,0,0,0,0.52,0.04,0.56,1.72,,,,,47.8,26.2,60.0,13.4,7.8
Diogo Dalot Teixeira,DEF,Man Utd,369,25,249,18,False,2025-02-16T16:30:00Z,50,619774,90,1,2,0,0,0,1,0,0,2,0,0,0,0.31,0.03,0.34,2.23,,,,,10.0,4.8,11.0,2.6,3.3
Pape Matar Sarr,MID,Spurs,499,25,249,14,True,2025-02-16T16:30:00Z,48,23859,26,0,1,0,0,0,0,0,0,6,0,0,0,0.00,0.04,0.04,0.65,,,,,7.0,21.3,0.0,2.8,2.7
Willian Borges da Silva,MID,Fulham,772,25,244,16,True,2025-02-15T15:00:00Z,50,300,1,0,1,0,0,0,0,0,0,4,0,0,0,0.00,0.07,0.07,0.03,,,,,2.2,11.8,4.0,1.8,1.3
