name,position,team,element,round,fixture,opponent_team,was_home,kickoff_time,value,selected,minutes,starts,total_points,goals_scored,assists,clean_sheets,goals_conceded,saves,bonus,bps,yellow_cards,red_cards,own_goals,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,defensive_contribution,clearances_blocks_interceptions,recoveries,tackles,influence,creativity,threat,ict_index,xP
Jack Grealish,MID,Man City,349,11,102,5,False,2024-11-09T17:30:00Z,64,22265,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Marcus Myers-Harness,MID,Ipswich,271,11,108,18,False,2024-11-10T14:00:00Z,49,1016,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Jack Taylor,MID,Ipswich,281,11,108,18,False,2024-11-10T14:00:00Z,48,2561,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Simon Adingra,MID,Brighton,113,11,102,13,True,2024-11-09T17:30:00Z,53,42932,64,1,2,0,0,0,1,0,0,5,0,0,0,0.00,0.03,0.03,2.03,,,,,4.8,1.1,0.0,0.6,0.0
Ben Mee,DEF,Brentford,100,11,101,3,True,2024-11-09T15:00:00Z,42,47272,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Leon Chiwome,FWD,Wolves,539,11,110,17,True,2024-11-09T15:00:00Z,45,280799,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.5
Eric da Silva Moreira,MID,Nott'm Forest,428,11,107,15,True,2024-11-10T14:00:00Z,45,7529,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.2
Luis Guilherme Lira dos Santos,MID,West Ham,526,11,109,8,True,2024-11-09T15:00:00Z,47,2757,7,0,1,0,0,0,0,0,0,3,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.3,2.0,0.2,0.3
Joe Hodge,MID,Wolves,551,11,110,17,True,2024-11-09T15:00:00Z,45,26440,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Chiedozie Ogbene,MID,Ipswich,632,11,108,18,False,2024-11-10T14:00:00Z,49,1093,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Harrison Armstrong,MID,Everton,603,11,109,19,False,2024-11-09T15:00:00Z,45,22736,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Carney Chukwuemeka,MID,Chelsea,161,11,103,1,True,2024-11-10T16:30:00Z,48,5113,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,-0.5
Tom King,GK,Wolves,556,11,110,17,True,2024-11-09T15:00:00Z,40,180092,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.5
Wout Faes,DEF,Leicester,291,11,106,14,False,2024-11-10T14:00:00Z,42,1332574,90,1,1,0,0,0,3,0,0,8,0,0,0,0.00,0.01,0.01,0.70,,,,,26.0,0.9,0.0,2.7,1.3
Leny Yoro,DEF,Man Utd,572,11,106,11,True,2024-11-10T14:00:00Z,43,9455,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Pedro Lomba Neto,MID,Chelsea,560,11,103,1,True,2024-11-10T16:30:00Z,62,75229,90,1,9,1,0,0,1,0,3,35,1,0,0,0.06,0.52,0.58,0.99,,,,,44.4,35.3,17.0,9.7,4.8
Ian Maatsen,DEF,Aston Villa,45,11,105,12,False,2024-11-09T20:00:00Z,47,175981,16,0,1,0,0,0,1,0,0,4,0,0,0,0.00,0.02,0.02,0.67,,,,,6.2,11.4,2.0,2.0,-0.3
Harry Winks,MID,Leicester,309,11,106,14,False,2024-11-10T14:00:00Z,45,1355527,90,1,2,0,0,0,3,0,0,21,0,0,0,0.04,0.04,0.08,0.70,,,,,21.4,4.1,7.0,3.3,2.7
Mads Roerslev Rasmussen,DEF,Brentford,105,11,101,3,True,2024-11-09T15:00:00Z,44,9944,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,1.3
Jurriën Timber,DEF,Arsenal,6,11,103,6,False,2024-11-10T16:30:00Z,55,139504,90,1,2,0,0,0,1,0,0,3,0,0,0,0.04,0.01,0.05,1.28,,,,,12.0,1.5,1.0,1.5,2.2
Saša Kalajdžić,FWD,Wolves,555,11,110,17,True,2024-11-09T15:00:00Z,48,4304,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Anthony Elanga,MID,Nott'm Forest,432,11,107,15,True,2024-11-10T14:00:00Z,52,88560,87,1,5,0,1,0,3,0,0,17,0,0,0,0.11,0.42,0.53,1.52,,,,,29.0,43.8,17.0,9.0,3.2
Julio Enciso,MID,Brighton,121,11,102,13,True,2024-11-09T17:30:00Z,54,7879,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,-0.7
Naouirou Ahamada,MID,Crystal Palace,190,11,104,9,True,2024-11-09T15:00:00Z,45,13152,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Jeremy Sarmiento Morante,MID,Brighton,141,11,102,13,True,2024-11-09T17:30:00Z,49,1227,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Ayden Heaven,DEF,Arsenal,658,11,103,6,False,2024-11-10T16:30:00Z,40,4682,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.5
Vladimír Coufal,DEF,West Ham,516,11,109,8,True,2024-11-09T15:00:00Z,43,56010,23,0,0,0,0,0,0,0,0,-3,1,0,0,0.00,0.01,0.01,0.06,,,,,0.0,1.3,0.0,0.0,0.0
Marc Cucurella Saseta,DEF,Chelsea,163,11,103,1,True,2024-11-10T16:30:00Z,50,432210,90,1,1,0,0,0,1,0,0,15,1,0,0,0.00,0.01,0.01,0.99,,,,,16.0,2.1,0.0,1.8,0.5
Toti António Gomes,DEF,Wolves,567,11,110,17,True,2024-11-09T15:00:00Z,43,16575,90,1,8,0,0,1,0,0,2,31,0,0,0,0.00,0.03,0.03,0.66,,,,,17.0,11.4,0.0,2.8,3.8
Cristian Romero,DEF,Spurs,498,11,108,10,True,2024-11-10T14:00:00Z,51,917131,90,1,1,0,0,0,2,0,0,9,0,0,0,0.05,0.09,0.14,1.74,,,,,13.4,12.1,5.0,3.1,1.4
Dan Burn,DEF,Newcastle,395,11,107,16,False,2024-11-10T14:00:00Z,44,956149,90,1,1,0,0,0,1,0,0,7,1,0,0,0.10,0.04,0.14,0.63,,,,,15.8,10.8,19.0,4.6,2.7
Destiny Udogie,DEF,Spurs,505,11,108,10,True,2024-11-10T14:00:00Z,49,346888,90,1,1,0,0,0,2,0,0,12,0,0,0,0.00,0.04,0.04,1.74,,,,,14.2,24.5,6.0,4.5,2.2
Jordan Pickford,GK,Everton,235,11,109,19,False,2024-11-09T15:00:00Z,49,1081882,90,1,11,0,0,1,0,6,3,32,0,0,0,0.00,0.00,0.00,0.83,,,,,47.8,0.0,0.0,4.8,5.0
Boubacar Traoré,MID,Wolves,534,11,110,17,True,2024-11-09T15:00:00Z,48,2714,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Stefan Bajčetić Maquieira,MID,Liverpool,312,11,105,2,True,2024-11-09T20:00:00Z,45,4955,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Mikkel Damsgaard,MID,Brentford,89,11,101,3,True,2024-11-09T15:00:00Z,50,65855,90,1,8,1,0,0,2,0,1,34,0,0,0,0.11,0.10,0.21,2.17,,,,,54.6,16.8,26.0,9.7,4.3
Luis Díaz,MID,Liverpool,327,11,105,2,True,2024-11-09T20:00:00Z,77,2630322,90,1,3,0,0,1,0,0,0,10,0,0,0,0.04,0.08,0.12,1.38,,,,,7.0,34.8,19.0,6.1,4.0
Enzo Barrenechea,MID,Aston Villa,30,11,105,12,False,2024-11-09T20:00:00Z,49,2249,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Carlos Vinícius Alves Morais,FWD,Fulham,258,11,104,7,False,2024-11-09T15:00:00Z,50,34003,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Pervis Estupiñán,DEF,Brighton,122,11,102,13,True,2024-11-09T17:30:00Z,50,58087,90,1,2,0,0,0,1,0,0,11,0,0,0,0.12,0.29,0.41,2.22,,,,,19.2,29.9,4.0,5.3,0.0
James Milner,MID,Brighton,134,11,102,13,True,2024-11-09T17:30:00Z,50,4982,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Ryan Trevitt,MID,Brentford,602,11,101,3,True,2024-11-09T15:00:00Z,45,5588,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Enzo Fernández,MID,Chelsea,168,11,103,1,True,2024-11-10T16:30:00Z,48,121291,22,0,4,0,1,0,0,0,0,20,0,0,0,0.00,0.05,0.05,0.17,,,,,28.0,25.0,0.0,5.3,1.5
Luke Shaw,DEF,Man Utd,387,11,106,11,True,2024-11-10T14:00:00Z,49,19282,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Fábio Freitas Gouveia Carvalho,MID,Brentford,314,11,101,3,True,2024-11-09T15:00:00Z,48,120793,1,0,0,0,0,0,0,0,0,0,1,0,0,0.00,0.00,0.00,0.44,,,,,0.0,0.1,0.0,0.0,0.7
Jérémy Doku,MID,Man City,346,11,102,5,False,2024-11-09T17:30:00Z,63,174531,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,1.3
Marcus Bettinelli,GK,Chelsea,155,11,103,1,True,2024-11-10T16:30:00Z,40,36968,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,-0.5
Alisson Ramses Becker,GK,Liverpool,310,11,105,2,True,2024-11-09T20:00:00Z,54,585238,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Aaron Hickey,DEF,Brentford,93,11,101,3,True,2024-11-09T15:00:00Z,43,1429,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Vítezslav Jaros,GK,Liverpool,660,11,105,2,True,2024-11-09T20:00:00Z,40,25013,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,1.0
Alex McCarthy,GK,Southampton,469,11,110,20,False,2024-11-09T15:00:00Z,44,16762,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,-0.5
Neal Maupay,FWD,Everton,229,11,109,19,False,2024-11-09T15:00:00Z,49,35967,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Steven Benda,GK,Fulham,242,11,104,7,False,2024-11-09T15:00:00Z,40,48990,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Dean Henderson,GK,Crystal Palace,201,11,104,9,True,2024-11-09T15:00:00Z,44,1141893,90,1,2,0,0,0,2,5,0,9,0,0,0,0.00,0.00,0.00,1.83,,,,,40.6,0.0,0.0,4.1,3.8
Callum Bates,MID,Everton,678,11,109,19,False,2024-11-09T15:00:00Z,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,1.1
Ki-Jana Hoever,DEF,Wolves,552,11,110,17,True,2024-11-09T15:00:00Z,40,16956,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Cheick Doucouré,MID,Crystal Palace,193,11,104,9,True,2024-11-09T15:00:00Z,49,6087,28,0,1,0,0,0,1,0,0,1,0,0,0,0.02,0.00,0.02,0.63,,,,,0.4,0.7,1.0,0.2,0.5
Scott McTominay,MID,Man Utd,381,11,106,11,True,2024-11-10T14:00:00Z,49,17471,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Wilfred Ndidi,MID,Leicester,300,11,106,14,False,2024-11-10T14:00:00Z,50,51336,69,1,2,0,0,0,2,0,0,7,0,0,0,0.67,0.02,0.69,0.59,,,,,17.8,14.9,44.0,7.7,2.0
Maxence Lacroix,DEF,Crystal Palace,650,11,104,9,True,2024-11-09T15:00:00Z,45,16350,90,1,0,0,0,0,2,0,0,-1,1,0,0,0.02,0.01,0.03,1.83,,,,,17.0,0.6,1.0,1.9,2.0
John Ruddy,GK,Newcastle,414,11,107,16,False,2024-11-10T14:00:00Z,40,35091,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Caleb Okoli,DEF,Leicester,301,11,106,14,False,2024-11-10T14:00:00Z,40,138421,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.3
Odysseas Vlachodimos,GK,Newcastle,412,11,107,16,False,2024-11-10T14:00:00Z,43,11167,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
George Earthy,MID,West Ham,519,11,109,8,True,2024-11-09T15:00:00Z,45,3507,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Daichi Kamada,MID,Crystal Palace,205,11,104,9,True,2024-11-09T15:00:00Z,51,16561,75,1,-1,0,0,0,2,0,0,4,0,1,0,0.00,0.05,0.05,1.38,,,,,5.6,17.3,0.0,2.3,0.8
Reece James,DEF,Chelsea,172,11,103,1,True,2024-11-10T16:30:00Z,49,63547,8,0,1,0,0,0,0,0,0,3,0,0,0,0.00,0.00,0.00,0.04,,,,,0.2,0.3,0.0,0.1,1.2
Georginio Rutter,MID,Brighton,618,11,102,13,True,2024-11-09T17:30:00Z,56,159876,65,1,2,0,0,0,1,0,0,-2,0,0,0,0.18,0.00,0.18,2.03,,,,,0.0,3.5,4.0,0.4,2.0
Conor Chaplin,MID,Ipswich,265,11,108,18,False,2024-11-10T14:00:00Z,52,11632,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,1.8
Santiago Bueno,DEF,Wolves,564,11,110,17,True,2024-11-09T15:00:00Z,43,8006,90,1,6,0,0,1,0,0,0,25,0,0,0,0.00,0.00,0.00,0.66,,,,,12.4,0.3,0.0,1.3,3.2
Corrie Ndaba,DEF,Ipswich,279,11,108,18,False,2024-11-10T14:00:00Z,40,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Kenny Tete,DEF,Fulham,257,11,104,7,False,2024-11-09T15:00:00Z,45,41844,90,1,6,0,0,1,0,0,0,30,0,0,0,0.05,0.02,0.07,1.52,,,,,26.6,4.4,2.0,3.3,3.3
Pablo Sarabia,MID,Wolves,565,11,110,17,True,2024-11-09T15:00:00Z,51,11397,45,1,6,1,0,0,0,0,0,28,0,0,0,0.97,0.02,0.99,0.45,,,,,36.6,0.9,19.0,5.7,3.5
Diogo Teixeira da Silva,MID,Liverpool,317,11,105,2,True,2024-11-09T20:00:00Z,73,356994,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Kortney Hause,DEF,Aston Villa,40,11,105,12,False,2024-11-09T20:00:00Z,40,61655,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,-1.0
Liam Delap,FWD,Ipswich,268,11,108,18,False,2024-11-10T14:00:00Z,56,479762,69,1,11,1,1,0,1,0,3,41,1,0,0,0.99,0.04,1.03,1.28,,,,,46.4,22.3,37.0,10.6,5.5
Bastien Meupiyou,DEF,Wolves,637,11,110,17,True,2024-11-09T15:00:00Z,40,15872,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.2
Tino Livramento,DEF,Newcastle,409,11,107,16,False,2024-11-10T14:00:00Z,45,215940,90,1,2,0,0,0,1,0,0,12,0,0,0,0.00,0.01,0.01,0.63,,,,,11.8,3.4,0.0,1.5,3.3
Tyler Adams,MID,Bournemouth,60,11,101,4,False,2024-11-09T15:00:00Z,49,1444,66,1,2,0,0,0,3,0,0,14,0,0,0,0.03,0.02,0.05,0.95,,,,,18.4,13.8,4.0,3.6,1.0
Danilo dos Santos de Oliveira,MID,Nott'm Forest,429,11,107,15,True,2024-11-10T14:00:00Z,47,1581,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Jenson Metcalfe,MID,Everton,614,11,109,19,False,2024-11-09T15:00:00Z,45,534,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Marcus Rashford,MID,Man Utd,385,11,106,11,True,2024-11-10T14:00:00Z,69,361446,56,1,1,0,0,0,0,0,0,3,0,0,0,0.00,0.02,0.02,0.73,,,,,3.0,4.5,4.0,1.2,1.3
James Maddison,MID,Spurs,494,11,108,10,True,2024-11-10T14:00:00Z,76,780598,6,0,1,0,0,0,0,0,0,3,0,0,0,0.00,0.00,0.00,0.02,,,,,6.6,0.1,0.0,0.7,3.5
Daniel Muñoz,DEF,Crystal Palace,211,11,104,9,True,2024-11-09T15:00:00Z,48,184697,88,1,1,0,0,0,2,0,0,7,0,0,0,0.52,0.00,0.52,1.83,,,,,22.2,11.4,38.0,7.2,2.5
Bruno Guimarães Rodriguez Moura,MID,Newcastle,394,11,107,16,False,2024-11-10T14:00:00Z,62,184808,90,1,2,0,0,0,1,0,0,9,0,0,0,0.12,0.05,0.17,0.63,,,,,6.2,6.8,12.0,2.5,2.3
Fraser Forster,GK,Spurs,488,11,108,10,True,2024-11-10T14:00:00Z,44,21672,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.5
Elliot Anderson,MID,Nott'm Forest,423,11,107,15,True,2024-11-10T14:00:00Z,50,28589,31,0,1,0,0,0,2,0,0,1,0,0,0,0.00,0.01,0.01,0.69,,,,,2.6,2.8,0.0,0.5,2.8
Charlie Taylor,DEF,Southampton,475,11,110,20,False,2024-11-09T15:00:00Z,39,480866,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,-0.5
Bryan Mbeumo,MID,Brentford,99,11,101,3,True,2024-11-09T15:00:00Z,79,4635502,90,1,5,0,1,0,2,0,0,14,0,0,0,0.09,0.25,0.34,2.17,,,,,19.0,15.8,4.0,3.9,7.7
Matty Cash,DEF,Aston Villa,32,11,105,12,False,2024-11-09T20:00:00Z,44,120334,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,-0.1
Adam Lallana,MID,Southampton,463,11,110,20,False,2024-11-09T15:00:00Z,50,3482,59,1,1,0,0,0,2,0,0,9,0,0,0,0.00,0.19,0.19,1.23,,,,,8.2,21.2,4.0,3.3,0.2
Sandro Tonali,MID,Newcastle,417,11,107,16,False,2024-11-10T14:00:00Z,55,33345,21,0,4,0,1,0,0,0,0,15,0,0,0,0.00,0.01,0.01,0.16,,,,,27.8,10.7,0.0,3.9,1.7
Issa Diop,DEF,Fulham,245,11,104,7,False,2024-11-09T15:00:00Z,44,24942,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.7
Igor Julio dos Santos de Paulo,DEF,Brighton,128,11,102,13,True,2024-11-09T17:30:00Z,44,10562,90,1,1,0,0,0,1,0,0,10,1,0,0,0.00,0.00,0.00,2.22,,,,,17.0,0.6,0.0,1.8,-0.3
Joelinton Cássio Apolinário de Lira,MID,Newcastle,403,11,107,16,False,2024-11-10T14:00:00Z,60,150867,90,1,10,1,0,0,1,0,3,41,0,0,0,0.13,0.29,0.42,0.63,,,,,46.4,20.3,31.0,9.8,5.0
John McGinn,MID,Aston Villa,48,11,105,12,False,2024-11-09T20:00:00Z,52,84736,45,0,1,0,0,0,1,0,0,5,0,0,0,0.05,0.11,0.16,1.21,,,,,7.8,15.7,4.0,2.8,0.7
Oscar Bobb,MID,Man City,343,11,102,5,False,2024-11-09T17:30:00Z,47,6782,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Pedro Cardoso de Lima,DEF,Wolves,561,11,110,17,True,2024-11-09T15:00:00Z,40,152147,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.5
Pierre-Emile Højbjerg,MID,Spurs,490,11,108,10,True,2024-11-10T14:00:00Z,50,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Nathan Collins,DEF,Brentford,88,11,101,3,True,2024-11-09T15:00:00Z,45,255579,90,1,1,0,0,0,2,0,0,12,0,0,0,0.00,0.29,0.29,2.61,,,,,46.2,10.5,6.0,6.3,1.0
Jesper Lindstrøm,MID,Everton,577,11,109,19,False,2024-11-09T15:00:00Z,51,6855,90,1,3,0,0,1,0,0,0,8,0,0,0,0.44,0.13,0.57,0.83,,,,,16.6,40.1,29.0,8.6,2.0
Marc Guéhi,DEF,Crystal Palace,200,11,104,9,True,2024-11-09T15:00:00Z,45,796983,90,1,1,0,0,0,2,0,0,7,0,0,0,0.09,0.01,0.10,1.83,,,,,22.6,11.2,16.0,5.0,4.0
Mathias Jorgensen,DEF,Brentford,112,11,101,3,True,2024-11-09T15:00:00Z,45,1442,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
William Osula,FWD,Newcastle,590,11,107,16,False,2024-11-10T14:00:00Z,50,16503,1,0,1,0,0,0,0,0,0,3,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.7
Harry Souttar,DEF,Leicester,303,11,106,14,False,2024-11-10T14:00:00Z,40,1078,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Jean-Philippe Mateta,FWD,Crystal Palace,207,11,104,9,True,2024-11-09T15:00:00Z,73,324575,90,1,2,0,0,0,2,0,0,-2,0,0,0,0.81,0.01,0.82,1.83,,,,,0.0,1.1,39.0,4.0,3.2
Ben Nelson,DEF,Leicester,616,11,106,14,False,2024-11-10T14:00:00Z,40,2382,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Bernardo Veiga de Carvalho e Silva,MID,Man City,342,11,102,5,False,2024-11-09T17:30:00Z,65,519845,18,0,1,0,0,0,2,0,0,7,0,0,0,0.07,0.01,0.08,0.83,,,,,6.2,1.1,17.0,2.4,3.0
Filip Jørgensen,GK,Chelsea,581,11,103,1,True,2024-11-10T16:30:00Z,42,21249,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,-0.5
David Brooks,MID,Bournemouth,62,11,101,4,False,2024-11-09T15:00:00Z,49,1484,14,0,1,0,0,0,0,0,0,2,0,0,0,0.00,0.01,0.01,0.45,,,,,0.0,0.5,2.0,0.2,1.0
Son Heung-min,MID,Spurs,503,11,108,10,True,2024-11-10T14:00:00Z,99,827283,90,1,2,0,0,0,2,0,0,19,0,0,0,0.11,0.48,0.59,1.74,,,,,13.4,35.1,44.0,9.3,2.5
Solly March,MID,Brighton,132,11,102,13,True,2024-11-09T17:30:00Z,65,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Manor Solomon,MID,Spurs,502,11,108,10,True,2024-11-10T14:00:00Z,54,2628,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Nathaniel Phillips,DEF,Liverpool,332,11,105,2,True,2024-11-09T20:00:00Z,40,8898,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Kieran Trippier,DEF,Newcastle,418,11,107,16,False,2024-11-10T14:00:00Z,56,371210,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Paris Maghoma,MID,Brentford,674,11,101,3,True,2024-11-09T15:00:00Z,45,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
John Stones,DEF,Man City,362,11,102,5,False,2024-11-09T17:30:00Z,53,209230,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Sam Morsy,MID,Ipswich,278,11,108,18,False,2024-11-10T14:00:00Z,49,23265,90,1,2,0,0,0,1,0,0,16,0,0,0,0.00,0.04,0.04,1.82,,,,,12.8,7.6,0.0,2.0,2.8
Jayden Meghoma,DEF,Brentford,649,11,101,3,True,2024-11-09T15:00:00Z,40,4100,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,0.0
Lewis Hall,DEF,Newcastle,399,11,107,16,False,2024-11-10T14:00:00Z,43,350830,90,1,2,0,0,0,1,0,0,13,0,0,0,0.00,0.08,0.08,0.63,,,,,19.4,5.8,8.0,3.3,4.7
Marc Guiu Paz,FWD,Chelsea,178,11,103,1,True,2024-11-10T16:30:00Z,48,61541,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,0.0,0.0,0.0,0.0,-0.5
